"","_id","REPORT_YEAR","CATEGORY","SUBTYPE","ASSAULT_SUBTYPE","SEX","AGE_GROUP","AGE_COHORT","COUNT_"
"311",311,2020,"Crimes Against the Person","Robbery","N/A","F","Child","<12","4"
"312",312,2021,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","55 to 64","3"
"313",313,2014,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","45 to 54","1"
"314",314,2014,"Crimes Against the Person","Other","N/A","F","Adult","35 to 44","497"
"315",315,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","18 to 24","13"
"316",316,2019,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","35 to 44","11"
"317",317,2019,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","65+","15"
"318",318,2019,"Crimes Against the Person","Robbery","N/A","F","Adult","45 to 54","102"
"319",319,2023,"Crimes Against the Person","Assault","Assault Peace Officer","U","Adult","25 to 34","1"
"320",320,2017,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","65+","3"
"321",321,2016,"Crimes Against the Person","Other","N/A","U","Adult","35 to 44","2"
"322",322,2022,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","45 to 54","155"
"323",323,2019,"Crimes Against the Person","Assault","Other","M","Adult","55 to 64","985"
"324",324,2019,"Crimes Against the Person","Assault","Other","U","Child","<12","2"
"325",325,2017,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","45 to 54","7"
"326",326,2023,"Crimes Against the Person","Robbery","N/A","M","Adult","35 to 44","221"
"327",327,2021,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","65+","4"
"328",328,2017,"Crimes Against the Person","Other","N/A","M","Adult","35 to 44","387"
"329",329,2018,"Crimes Against the Person","Other","N/A","F","Unknown","Unknown","107"
"330",330,2015,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","25 to 34","31"
"331",331,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","55 to 64","7"
"332",332,2015,"Crimes Against the Person","Assault","Other","M","Unknown","Unknown","211"
"333",333,2022,"Crimes Against the Person","Robbery","N/A","U","Adult","18 to 24","1"
"334",334,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","25 to 34","15"
"335",335,2019,"Crimes Against the Person","Assault","Aggravated Peace Officer","F","Unknown","Unknown","1"
"336",336,2022,"Crimes Against the Person","Robbery","N/A","M","Adult","45 to 54","149"
"337",337,2021,"Crimes Against the Person","Robbery","N/A","M","Adult","45 to 54","130"
"338",338,2017,"Crimes Against the Person","Other","N/A","M","Child","<12","61"
"339",339,2023,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","45 to 54","3"
"340",340,2015,"Crimes Against the Person","Robbery","N/A","M","Adult","18 to 24","631"
"341",341,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","65+","1"
"342",342,2020,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","65+","3"
"343",343,2020,"Crimes Against the Person","Assault","Other","M","Adult","55 to 64","1001"
"344",344,2014,"Crimes Against the Person","Assault","Other","F","Adult","25 to 34","1905"
"345",345,2023,"Crimes Against the Person","Sexual Violation","N/A","U","Adult","45 to 54","1"
"346",346,2021,"Crimes Against the Person","Assault","Other","M","Child","<12","301"
"347",347,2018,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","65+","51"
"348",348,2019,"Crimes Against the Person","Robbery","N/A","M","Adult","25 to 34","472"
"349",349,2022,"Crimes Against the Person","Robbery","N/A","F","Adult","18 to 24","147"
"350",350,2019,"Crimes Against the Person","Other","N/A","F","Adult","18 to 24","358"
"351",351,2021,"Crimes Against the Person","Other","N/A","M","Adult","25 to 34","332"
"352",352,2021,"Crimes Against the Person","Other","N/A","F","Youth","12 to 17","127"
"353",353,2023,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","55 to 64","12"
"354",354,2014,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","65+","2"
"355",355,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","45 to 54","30"
"356",356,2017,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","25 to 34","51"
"357",357,2021,"Crimes Against the Person","Sexual Violation","N/A","F","Youth","12 to 17","508"
"358",358,2016,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","35 to 44","181"
"359",359,2023,"Crimes Against the Person","Sexual Violation","N/A","U","Youth","12 to 17","1"
"360",360,2023,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","45 to 54","3"
"361",361,2019,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","35 to 44","4"
"362",362,2019,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","65+","1"
"363",363,2022,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","45 to 54","3"
"364",364,2016,"Crimes Against the Person","Other","N/A","M","Unknown","Unknown","172"
"365",365,2020,"Crimes Against the Person","Robbery","N/A","F","Adult","65+","46"
"366",366,2019,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","55 to 64","1"
"367",367,2018,"Crimes Against the Person","Robbery","N/A","F","Adult","35 to 44","116"
"368",368,2022,"Crimes Against the Person","Robbery","N/A","F","Youth","12 to 17","58"
"369",369,2016,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","35 to 44","5"
"370",370,2017,"Crimes Against the Person","Assault","Other","M","Adult","45 to 54","1316"
"371",371,2019,"Crimes Against the Person","Sexual Violation","N/A","U","Youth","12 to 17","2"
"372",372,2015,"Crimes Against the Person","Assault","Assault Peace Officer","U","Unknown","Unknown","1"
"373",373,2016,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","25 to 34","14"
"374",374,2015,"Crimes Against the Person","Robbery","N/A","M","Youth","12 to 17","615"
"375",375,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","55 to 64","1"
"376",376,2021,"Crimes Against the Person","Assault","Assault Resist Arrest","U","Unknown","Unknown","1"
"377",377,2015,"Crimes Against the Person","Robbery","N/A","F","Adult","45 to 54","135"
"378",378,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","65+","1"
"379",379,2020,"Crimes Against the Person","Assault","Other","U","Adult","45 to 54","2"
"380",380,2022,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","65+","62"
"381",381,2017,"Crimes Against the Person","Robbery","N/A","M","Youth","12 to 17","750"
"382",382,2021,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","18 to 24","46"
"383",383,2021,"Crimes Against the Person","Other","N/A","F","Unknown","Unknown","45"
"384",384,2023,"Crimes Against the Person","Assault","Other","M","Adult","55 to 64","1106"
"385",385,2022,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","18 to 24","57"
"386",386,2017,"Crimes Against the Person","Robbery","N/A","F","Child","<12","6"
"387",387,2022,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","35 to 44","11"
"388",388,2022,"Crimes Against the Person","Other","N/A","M","Adult","55 to 64","168"
"389",389,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","55 to 64","4"
"390",390,2016,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","25 to 34","33"
"391",391,2021,"Crimes Against the Person","Assault","Other","U","Adult","25 to 34","5"
"392",392,2023,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","65+","79"
"393",393,2015,"Crimes Against the Person","Robbery","N/A","M","Child","<12","16"
"394",394,2018,"Crimes Against the Person","Other","N/A","M","Adult","18 to 24","321"
"395",395,2018,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Unknown","Unknown","25"
"396",396,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Unknown","Unknown","5"
"397",397,2020,"Crimes Against the Person","Assault","Other","F","Adult","25 to 34","2234"
"398",398,2015,"Crimes Against the Person","Robbery","N/A","M","Unknown","Unknown","29"
"399",399,2020,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","45 to 54","15"
"400",400,2018,"Crimes Against the Person","Assault","Assault Peace Officer","U","Unknown","Unknown","1"
"401",401,2023,"Crimes Against the Person","Other","N/A","M","Youth","12 to 17","219"
"402",402,2022,"Crimes Against the Person","Robbery","N/A","M","Youth","12 to 17","255"
"403",403,2015,"Crimes Against the Person","Assault","Other","M","Adult","65+","335"
"404",404,2016,"Crimes Against the Person","Assault","Other","M","Adult","45 to 54","1326"
"405",405,2020,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","35 to 44","9"
"406",406,2022,"Crimes Against the Person","Robbery","N/A","M","Adult","35 to 44","227"
"407",407,2021,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","45 to 54","15"
"408",408,2021,"Crimes Against the Person","Robbery","N/A","M","Youth","12 to 17","198"
"409",409,2014,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","45 to 54","1"
"410",410,2019,"Crimes Against the Person","Robbery","N/A","F","Adult","55 to 64","89"
"411",411,2019,"Crimes Against the Person","Assault","Other","M","Unknown","Unknown","224"
"412",412,2019,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","55 to 64","1"
"413",413,2015,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","65+","33"
"414",414,2018,"Crimes Against the Person","Other","N/A","F","Child","<12","79"
"415",415,2016,"Crimes Against the Person","Other","N/A","U","Adult","25 to 34","1"
"416",416,2015,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","35 to 44","180"
"417",417,2022,"Crimes Against the Person","Other","N/A","F","Child","<12","53"
"418",418,2020,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","35 to 44","25"
"419",419,2015,"Crimes Against the Person","Other","N/A","M","Unknown","Unknown","170"
"420",420,2018,"Crimes Against the Person","Other","N/A","M","Adult","45 to 54","388"
"421",421,2022,"Crimes Against the Person","Sexual Violation","N/A","F","Youth","12 to 17","576"
"422",422,2014,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","35 to 44","35"
"423",423,2023,"Crimes Against the Person","Robbery","N/A","F","Adult","45 to 54","94"
"424",424,2015,"Crimes Against the Person","Assault","Other","M","Adult","35 to 44","1215"
"425",425,2017,"Crimes Against the Person","Robbery","N/A","M","Adult","45 to 54","243"
"426",426,2019,"Crimes Against the Person","Assault","Other","F","Unknown","Unknown","128"
"427",427,2018,"Crimes Against the Person","Robbery","N/A","M","Adult","18 to 24","715"
"428",428,2021,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","45 to 54","1"
"429",429,2022,"Crimes Against the Person","Robbery","N/A","U","Adult","25 to 34","1"
"430",430,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Unknown","Unknown","86"
"431",431,2020,"Crimes Against the Person","Assault","Other","U","Adult","18 to 24","2"
"432",432,2015,"Crimes Against the Person","Robbery","N/A","F","Adult","55 to 64","78"
"433",433,2018,"Crimes Against the Person","Sexual Violation","N/A","F","Child","<12","215"
"434",434,2022,"Crimes Against the Person","Assault","Other","M","Child","<12","334"
"435",435,2023,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","65+","5"
"436",436,2022,"Crimes Against the Person","Assault","Other","U","Unknown","Unknown","22"
"437",437,2015,"Crimes Against the Person","Assault","Other","F","Adult","55 to 64","438"
"438",438,2022,"Crimes Against the Person","Sexual Violation","N/A","M","Unknown","Unknown","7"
"439",439,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","35 to 44","4"
"440",440,2016,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","55 to 64","6"
"441",441,2020,"Crimes Against the Person","Assault","Other","M","Unknown","Unknown","183"
"442",442,2017,"Crimes Against the Person","Robbery","N/A","F","Adult","35 to 44","117"
"443",443,2019,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","45 to 54","130"
"444",444,2019,"Crimes Against the Person","Assault","Other","U","Adult","25 to 34","1"
"445",445,2020,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","U","Unknown","Unknown","2"
"446",446,2016,"Crimes Against the Person","Assault","Other","U","Adult","25 to 34","1"
"447",447,2016,"Crimes Against the Person","Assault","Other","M","Adult","18 to 24","1250"
"448",448,2021,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","45 to 54","29"
"449",449,2015,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","55 to 64","35"
"450",450,2023,"Crimes Against the Person","Other","N/A","M","Child","<12","78"
"451",451,2023,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","18 to 24","37"
"452",452,2021,"Crimes Against the Person","Robbery","N/A","F","Adult","55 to 64","65"
"453",453,2015,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","45 to 54","113"
"454",454,2023,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","45 to 54","134"
"455",455,2019,"Crimes Against the Person","Sexual Violation","N/A","M","Child","<12","114"
"456",456,2018,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","18 to 24","53"
"457",457,2016,"Crimes Against the Person","Assault","Other","M","Adult","25 to 34","1857"
"458",458,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","U","Adult","35 to 44","2"
"459",459,2020,"Crimes Against the Person","Robbery","N/A","M","Adult","55 to 64","138"
"460",460,2017,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","35 to 44","52"
"461",461,2021,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","45 to 54","3"
"462",462,2019,"Crimes Against the Person","Other","N/A","M","Adult","65+","82"
"463",463,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","45 to 54","27"
"464",464,2015,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","18 to 24","1"
"465",465,2015,"Crimes Against the Person","Robbery","N/A","F","Unknown","Unknown","10"
"466",466,2019,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Adult","25 to 34","2"
"467",467,2019,"Crimes Against the Person","Assault","Other","M","Adult","18 to 24","1360"
"468",468,2018,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","65+","4"
"469",469,2016,"Crimes Against the Person","Robbery","N/A","F","Adult","65+","41"
"470",470,2020,"Crimes Against the Person","Assault","Other","M","Adult","25 to 34","1925"
"471",471,2015,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","45 to 54","10"
"472",472,2018,"Crimes Against the Person","Assault","Other","F","Adult","35 to 44","1512"
"473",473,2022,"Crimes Against the Person","Assault","Other","U","Adult","35 to 44","4"
"474",474,2023,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","18 to 24","2"
"475",475,2014,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","18 to 24","33"
"476",476,2014,"Crimes Against the Person","Other","N/A","F","Unknown","Unknown","83"
"477",477,2021,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","55 to 64","1"
"478",478,2016,"Crimes Against the Person","Assault","Other","F","Adult","65+","366"
"479",479,2018,"Crimes Against the Person","Assault","Other","U","Adult","25 to 34","2"
"480",480,2015,"Crimes Against the Person","Assault","Aggravated Peace Officer","F","Unknown","Unknown","1"
"481",481,2022,"Crimes Against the Person","Other","N/A","U","Adult","45 to 54","2"
"482",482,2022,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Unknown","Unknown","15"
"483",483,2017,"Crimes Against the Person","Robbery","N/A","F","Adult","55 to 64","81"
"484",484,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Unknown","Unknown","9"
"485",485,2019,"Crimes Against the Person","Assault","Assault Peace Officer","M","Unknown","Unknown","331"
"486",486,2020,"Crimes Against the Person","Assault","Aggravated Peace Officer","M","Adult","25 to 34","1"
"487",487,2022,"Crimes Against the Person","Other","N/A","M","Adult","25 to 34","319"
"488",488,2016,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","45 to 54","5"
"489",489,2020,"Crimes Against the Person","Other","N/A","F","Adult","65+","68"
"490",490,2015,"Crimes Against the Person","Sexual Violation","N/A","M","Unknown","Unknown","22"
"491",491,2021,"Crimes Against the Person","Other","N/A","M","Adult","18 to 24","199"
"492",492,2019,"Crimes Against the Person","Assault","Other","F","Adult","25 to 34","2300"
"493",493,2020,"Crimes Against the Person","Other","N/A","F","Youth","12 to 17","128"
"494",494,2019,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","65+","6"
"495",495,2021,"Crimes Against the Person","Assault","Other","F","Adult","45 to 54","1000"
"496",496,2015,"Crimes Against the Person","Robbery","N/A","M","Adult","65+","94"
"497",497,2020,"Crimes Against the Person","Assault","Other","M","Child","<12","287"
"498",498,2021,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","18 to 24","1"
"499",499,2023,"Crimes Against the Person","Assault","Other","M","Adult","35 to 44","1750"
"500",500,2019,"Crimes Against the Person","Robbery","N/A","F","Youth","12 to 17","56"
"501",501,2014,"Crimes Against the Person","Assault","Other","M","Adult","45 to 54","1183"
"502",502,2019,"Crimes Against the Person","Assault","Other","F","Child","<12","309"
"503",503,2020,"Crimes Against the Person","Robbery","N/A","F","Adult","25 to 34","138"
"504",504,2016,"Crimes Against the Person","Assault","Other","F","Youth","12 to 17","575"
"505",505,2021,"Crimes Against the Person","Other","N/A","M","Child","<12","44"
"506",506,2015,"Crimes Against the Person","Assault","Assault Peace Officer","F","Unknown","Unknown","74"
"507",507,2019,"Crimes Against the Person","Assault","Assault Peace Officer","U","Unknown","Unknown","11"
"508",508,2023,"Crimes Against the Person","Other","N/A","F","Adult","35 to 44","485"
"509",509,2016,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","45 to 54","100"
"510",510,2021,"Crimes Against the Person","Other","N/A","M","Adult","35 to 44","315"
"511",511,2020,"Crimes Against the Person","Sexual Violation","N/A","F","Child","<12","207"
"512",512,2020,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","18 to 24","28"
"513",513,2017,"Crimes Against the Person","Assault","Other","M","Adult","65+","393"
"514",514,2020,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","55 to 64","2"
"515",515,2018,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","25 to 34","77"
"516",516,2016,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","55 to 64","5"
"517",517,2018,"Crimes Against the Person","Sexual Violation","N/A","U","Child","<12","1"
"518",518,2022,"Crimes Against the Person","Sexual Violation","N/A","U","Adult","35 to 44","1"
"519",519,2021,"Crimes Against the Person","Assault","Other","M","Unknown","Unknown","133"
"520",520,2018,"Crimes Against the Person","Other","N/A","M","Unknown","Unknown","148"
"521",521,2016,"Crimes Against the Person","Other","N/A","U","Unknown","Unknown","1"
"522",522,2017,"Crimes Against the Person","Assault","Other","F","Adult","65+","369"
"523",523,2017,"Crimes Against the Person","Assault","Assault Peace Officer","M","Unknown","Unknown","301"
"524",524,2020,"Crimes Against the Person","Other","N/A","U","Adult","45 to 54","4"
"525",525,2021,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","25 to 34","44"
"526",526,2014,"Crimes Against the Person","Other","N/A","F","Adult","55 to 64","194"
"527",527,2022,"Crimes Against the Person","Assault","Other","F","Child","<12","238"
"528",528,2014,"Crimes Against the Person","Robbery","N/A","F","Adult","65+","61"
"529",529,2017,"Crimes Against the Person","Assault","Other","F","Adult","18 to 24","1419"
"530",530,2014,"Crimes Against the Person","Sexual Violation","N/A","F","Child","<12","243"
"531",531,2014,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","45 to 54","13"
"532",532,2018,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","65+","2"
"533",533,2023,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","25 to 34","47"
"534",534,2023,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","35 to 44","8"
"535",535,2022,"Crimes Against the Person","Other","N/A","U","Adult","25 to 34","1"
"536",536,2018,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","25 to 34","6"
"537",537,2019,"Crimes Against the Person","Assault","Other","U","Adult","18 to 24","2"
"538",538,2016,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","35 to 44","15"
"539",539,2016,"Crimes Against the Person","Robbery","N/A","F","Unknown","Unknown","11"
"540",540,2016,"Crimes Against the Person","Other","N/A","M","Youth","12 to 17","147"
"541",541,2019,"Crimes Against the Person","Other","N/A","F","Adult","45 to 54","275"
"542",542,2014,"Crimes Against the Person","Other","N/A","M","Adult","18 to 24","219"
"543",543,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","U","Unknown","Unknown","2"
"544",544,2017,"Crimes Against the Person","Other","N/A","F","Adult","65+","101"
"545",545,2017,"Crimes Against the Person","Robbery","N/A","M","Adult","65+","72"
"546",546,2020,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","65+","16"
"547",547,2020,"Crimes Against the Person","Assault","Other","U","Adult","35 to 44","2"
"548",548,2023,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","35 to 44","18"
"549",549,2016,"Crimes Against the Person","Sexual Violation","N/A","F","Unknown","Unknown","15"
"550",550,2023,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","35 to 44","37"
"551",551,2021,"Crimes Against the Person","Other","N/A","M","Unknown","Unknown","60"
"552",552,2016,"Crimes Against the Person","Assault","Other","M","Adult","35 to 44","1316"
"553",553,2014,"Crimes Against the Person","Robbery","N/A","M","Adult","55 to 64","113"
"554",554,2019,"Crimes Against the Person","Other","N/A","M","Adult","25 to 34","381"
"555",555,2017,"Crimes Against the Person","Sexual Violation","N/A","M","Youth","12 to 17","63"
"556",556,2021,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","65+","4"
"557",557,2018,"Crimes Against the Person","Other","N/A","F","Adult","65+","106"
"558",558,2019,"Crimes Against the Person","Assault","Other","U","Adult","35 to 44","1"
"559",559,2014,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Unknown","Unknown","23"
"560",560,2023,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","25 to 34","65"
"561",561,2023,"Crimes Against the Person","Assault","Other","F","Adult","35 to 44","1861"
"562",562,2019,"Crimes Against the Person","Other","N/A","F","Adult","25 to 34","570"
"563",563,2018,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","65+","4"
"564",564,2020,"Crimes Against the Person","Robbery","N/A","F","Adult","45 to 54","118"
"565",565,2018,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","55 to 64","5"
"566",566,2019,"Crimes Against the Person","Assault","Other","M","Adult","65+","477"
"567",567,2016,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","65+","1"
"568",568,2020,"Crimes Against the Person","Other","N/A","F","Adult","45 to 54","247"
"569",569,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Youth","12 to 17","1"
"570",570,2015,"Crimes Against the Person","Sexual Violation","N/A","F","Unknown","Unknown","22"
"571",571,2018,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","18 to 24","636"
"572",572,2014,"Crimes Against the Person","Assault","Other","M","Unknown","Unknown","213"
"573",573,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","18 to 24","49"
"574",574,2021,"Crimes Against the Person","Assault","Aggravated Peace Officer","M","Unknown","Unknown","4"
"575",575,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","35 to 44","31"
"576",576,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","45 to 54","19"
"577",577,2021,"Crimes Against the Person","Robbery","N/A","F","Child","<12","2"
"578",578,2019,"Crimes Against the Person","Other","N/A","M","Adult","45 to 54","280"
"579",579,2023,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Unknown","Unknown","42"
"580",580,2023,"Crimes Against the Person","Robbery","N/A","F","Unknown","Unknown","9"
"581",581,2019,"Crimes Against the Person","Sexual Violation","N/A","U","Child","<12","1"
"582",582,2017,"Crimes Against the Person","Other","N/A","U","Unknown","Unknown","9"
"583",583,2017,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Adult","25 to 34","4"
"584",584,2015,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Unknown","Unknown","4"
"585",585,2019,"Crimes Against the Person","Robbery","N/A","M","Adult","45 to 54","198"
"586",586,2021,"Crimes Against the Person","Sexual Violation","N/A","M","Youth","12 to 17","62"
"587",587,2014,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","35 to 44","3"
"588",588,2015,"Crimes Against the Person","Assault","Other","F","Adult","18 to 24","1458"
"589",589,2020,"Crimes Against the Person","Robbery","N/A","M","Adult","45 to 54","190"
"590",590,2022,"Crimes Against the Person","Sexual Violation","N/A","U","Child","<12","2"
"591",591,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","18 to 24","76"
"592",592,2015,"Crimes Against the Person","Sexual Violation","N/A","F","Child","<12","234"
"593",593,2015,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","55 to 64","3"
"594",594,2017,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","45 to 54","32"
"595",595,2021,"Crimes Against the Person","Other","N/A","M","Adult","55 to 64","178"
"596",596,2017,"Crimes Against the Person","Other","N/A","F","Adult","45 to 54","347"
"597",597,2022,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","55 to 64","9"
"598",598,2021,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","18 to 24","5"
"599",599,2016,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Unknown","Unknown","26"
"600",600,2021,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Unknown","Unknown","15"
"601",601,2021,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Unknown","Unknown","4"
"602",602,2014,"Crimes Against the Person","Robbery","N/A","F","Adult","55 to 64","70"
"603",603,2017,"Crimes Against the Person","Other","N/A","U","Adult","45 to 54","3"
"604",604,2016,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","25 to 34","417"
"605",605,2014,"Crimes Against the Person","Robbery","N/A","M","Adult","45 to 54","215"
"606",606,2017,"Crimes Against the Person","Assault","Other","F","Adult","35 to 44","1376"
"607",607,2015,"Crimes Against the Person","Robbery","N/A","M","Adult","55 to 64","153"
"608",608,2020,"Crimes Against the Person","Sexual Violation","N/A","F","Unknown","Unknown","16"
"609",609,2020,"Crimes Against the Person","Assault","Assault Peace Officer","U","Unknown","Unknown","11"
"610",610,2020,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","35 to 44","15"
"611",611,2019,"Crimes Against the Person","Other","N/A","U","Unknown","Unknown","12"
"612",612,2015,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","35 to 44","1"
"613",613,2014,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","55 to 64","42"
"614",614,2020,"Crimes Against the Person","Other","N/A","U","Child","<12","1"
"615",615,2022,"Crimes Against the Person","Assault","Other","F","Youth","12 to 17","620"
"616",616,2018,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","35 to 44","15"
"617",617,2023,"Crimes Against the Person","Robbery","N/A","F","Adult","25 to 34","156"
"618",618,2016,"Crimes Against the Person","Assault","Other","F","Unknown","Unknown","111"
"619",619,2015,"Crimes Against the Person","Other","N/A","M","Adult","18 to 24","296"
